event_id,source_dataset,source_id,event_kind,category,title,summary,datetime_utc,date,countries,target_country,target_name,attacker,weapon,severity,outcome,side,lat,lon,geo_precision,casualties_killed,casualties_injured,interceptions_claimed,source,source_url,classification,content_hash,ingested_at,raw
smap:LUAM-22828342,strikemap_master,LUAM-22828342,strike,,Raid targeting Majdal Silm,Lebanon,2026-03-12T14:13:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Lebanon,israel,,,,israel,33.22564,35.46644,point,,,1,liveuamap,https://x.com/kon_mowaten/status/2032097534013841492,kinetic_confirmed,74b404d7ac3956f9,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828342"", ""location"": ""Lebanon"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T14:13:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Raid targeting Majdal Silm"", ""source_url"": ""https://x.com/kon_mowaten/status/2032097534013841492"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828343,strikemap_master,LUAM-22828343,strike,,"Lebanese Ministry of Health: 5 victims in the final toll of the Israeli raid on Aramoun, Aley district","Bayrut, Beirut Governorate",2026-03-12T14:13:00+00:00,2026-03-12,"[""lebanon""]",lebanon,"Bayrut, Beirut Governorate",israel,,,,israel,33.75868,35.52033,point,,,1,liveuamap,https://x.com/Annahar/status/2032097574933479833,kinetic_confirmed,d337d96f6eb80ed3,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828343"", ""location"": ""Bayrut, Beirut Governorate"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T14:13:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""israel"", ""title"": ""Lebanese Ministry of Health: 5 victims in the final toll of the Israeli raid on Aramoun, Aley district"", ""source_url"": ""https://x.com/Annahar/status/2032097574933479833"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""original"", ""original_side"": ""israel"", ""scrub_version"": ""v1""}"
smap:LUAM-22828337,strikemap_master,LUAM-22828337,strike,,A warning airstrike targeted Laylaki in Beirut's southern suburbs.,Jabal Lubnan,2026-03-12T14:05:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Jabal Lubnan,israel,,,,israel,33.82987,35.51537,point,,,1,liveuamap,https://x.com/ALJADEEDNEWS/status/2032095521398051015,kinetic_confirmed,28cc47e992dba45c,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828337"", ""location"": ""Jabal Lubnan"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T14:05:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""A warning airstrike targeted Laylaki in Beirut's southern suburbs."", ""source_url"": ""https://x.com/ALJADEEDNEWS/status/2032095521398051015"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828336,strikemap_master,LUAM-22828336,strike,,"Iraqi Shia militias were targeted by an airstrike (likely drone) in Makhmour, approximately 60 km southwest of Erbil. The militias have been using the area to launch drone attacks against Erbil",Erbil Governorate,2026-03-12T14:04:00+00:00,2026-03-12,"[""iraq""]",iraq,Erbil Governorate,iran,,,,iran,35.77272,43.60765,point,,,1,liveuamap,https://x.com/BaxtiyarGoran/status/2032095450690470233,kinetic_confirmed,6e0d9a3e90c216c7,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828336"", ""location"": ""Erbil Governorate"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T14:04:00+00:00"", ""country"": ""iraq"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Iraqi Shia militias were targeted by an airstrike (likely drone) in Makhmour, approximately 60 km southwest of Erbil. The militias have been using the area to launch drone attacks against Erbil"", ""source_url"": ""https://x.com/BaxtiyarGoran/status/2032095450690470233"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""iran"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828346,strikemap_master,LUAM-22828346,strike,,Israeli airstrike targets town of Adshit,Lebanon,2026-03-12T14:03:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Lebanon,israel,,,,israel,33.28191,35.48327,point,,,1,liveuamap,https://x.com/kataeb_Ar/status/2032095086108885172,kinetic_confirmed,ba93dee106f0d49f,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828346"", ""location"": ""Lebanon"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T14:03:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""israel"", ""title"": ""Israeli airstrike targets town of Adshit"", ""source_url"": ""https://x.com/kataeb_Ar/status/2032095086108885172"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""original"", ""original_side"": ""israel"", ""scrub_version"": ""v1""}"
smap:LUAM-22828334,strikemap_master,LUAM-22828334,strike,,"Aircraft launch raid between the towns of Al-Haniyah and Al-Mansouri, southern Lebanon",Lebanon,2026-03-12T13:57:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Lebanon,israel,,,,israel,33.17897,35.21736,point,,,1,liveuamap,https://x.com/qudsn/status/2032093529300681051,kinetic_confirmed,9d416a1834164796,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828334"", ""location"": ""Lebanon"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:57:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Aircraft launch raid between the towns of Al-Haniyah and Al-Mansouri, southern Lebanon"", ""source_url"": ""https://x.com/qudsn/status/2032093529300681051"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828326,strikemap_master,LUAM-22828326,strike,,Israeli airstrike targets the town of Qalila,"South Governorate, Lebanon",2026-03-12T13:40:00+00:00,2026-03-12,"[""lebanon""]",lebanon,"South Governorate, Lebanon",israel,,,,israel,33.19534,35.22388,point,,,1,liveuamap,https://x.com/lebanondebate/status/2032089391225503980,kinetic_confirmed,a223123de05145d2,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828326"", ""location"": ""South Governorate, Lebanon"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:40:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""israel"", ""title"": ""Israeli airstrike targets the town of Qalila"", ""source_url"": ""https://x.com/lebanondebate/status/2032089391225503980"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""original"", ""original_side"": ""israel"", ""scrub_version"": ""v1""}"
smap:LUAM-22828323,strikemap_master,LUAM-22828323,strike,,Airstrike targets southern town of Khiam,Nabatiyeh Governorate,2026-03-12T13:36:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Nabatiyeh Governorate,israel,,,,israel,33.32946,35.60896,point,,,1,liveuamap,https://x.com/ALJADEEDNEWS/status/2032088429748453819,kinetic_confirmed,30c191970763464c,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828323"", ""location"": ""Nabatiyeh Governorate"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:36:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Airstrike targets southern town of Khiam"", ""source_url"": ""https://x.com/ALJADEEDNEWS/status/2032088429748453819"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828313,strikemap_master,LUAM-22828313,strike,,"One dead and two wounded in the raid on the outskirts of Dours, near Ain Bourdai","Bayrut, Beirut Governorate",2026-03-12T13:23:00+00:00,2026-03-12,"[""lebanon""]",lebanon,"Bayrut, Beirut Governorate",israel,,,,israel,33.98667,36.19188,point,,,1,liveuamap,https://x.com/LBCI_NEWS/status/2032084965676995028,kinetic_confirmed,0ca8edbb15b7a935,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828313"", ""location"": ""Bayrut, Beirut Governorate"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:23:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""One dead and two wounded in the raid on the outskirts of Dours, near Ain Bourdai"", ""source_url"": ""https://x.com/LBCI_NEWS/status/2032084965676995028"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828338,strikemap_master,LUAM-22828338,strike,,"At night, Russia attacked a transformer substation in the Kyiv district of Kharkiv, - Mayor Terekhov. Part of the city was left without electricity, power workers have already partially restored power supply. After the first hit, there was a second strike.","Kharkiv, Kharkiv Oblast",2026-03-12T13:21:00+00:00,2026-03-12,"[""unknown""]",unknown,"Kharkiv, Kharkiv Oblast",unknown,,,,unknown,50.08739,36.15914,point,,,1,liveuamap,https://t.me/kharkivlife/135925,kinetic_confirmed,fcd441a4ef5f2f7e,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828338"", ""location"": ""Kharkiv, Kharkiv Oblast"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:21:00+00:00"", ""country"": ""unknown"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""At night, Russia attacked a transformer substation in the Kyiv district of Kharkiv, - Mayor Terekhov. Part of the city was left without electricity, power workers have already partially restored power supply. After the first hit, there was a second strike."", ""source_url"": ""https://t.me/kharkivlife/135925"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""unknown"", ""attribution_method"": ""original"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828314,strikemap_master,LUAM-22828314,strike,,Hezbollah: We targeted the air defense system surrounding the city of Caesarea with a barrage of sophisticated missiles.,"Caesarea,Haifa District",2026-03-12T13:16:00+00:00,2026-03-12,"[""israel""]",israel,"Caesarea,Haifa District",hezbollah,,,,hezbollah,32.51368,34.90906,point,,,1,liveuamap,https://x.com/AlarabyTV/status/2032083352853848283,kinetic_confirmed,5b688e6c8b68a9c4,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828314"", ""location"": ""Caesarea,Haifa District"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:16:00+00:00"", ""country"": ""israel"", ""event_kind"": ""strike"", ""side"": ""hezbollah"", ""title"": ""Hezbollah: We targeted the air defense system surrounding the city of Caesarea with a barrage of sophisticated missiles."", ""source_url"": ""https://x.com/AlarabyTV/status/2032083352853848283"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""hezbollah"", ""attribution_method"": ""original"", ""original_side"": ""hezbollah"", ""scrub_version"": ""v1""}"
smap:LUAM-22828312,strikemap_master,LUAM-22828312,strike,,Image of an aircraft carrying out an airstrike on the town of Houmine in southern Lebanon,Houmin al-Fouqa,2026-03-12T13:01:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Houmin al-Fouqa,israel,,,,israel,33.44235,35.48824,point,,,1,liveuamap,https://x.com/PalinfoAr/status/2032079553162535105,kinetic_confirmed,66a0eb13606041e0,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828312"", ""location"": ""Houmin al-Fouqa"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T13:01:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Image of an aircraft carrying out an airstrike on the town of Houmine in southern Lebanon"", ""source_url"": ""https://x.com/PalinfoAr/status/2032079553162535105"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
smap:LUAM-22828307,strikemap_master,LUAM-22828307,strike,,"The Iraqi Popular Mobilization Forces (PMF) say 32 US airstrikes have targeted its headquarters across Diyala, Kirkuk, Anbar, Nineveh, Salahaddin, Wasit, and Babil since early March, leaving 27 fighters killed and 50 wounded, including 9 dead and 10 injured today.","Baghdad, Baghdad Governorate",2026-03-12T12:41:00+00:00,2026-03-12,"[""iraq""]",iraq,"Baghdad, Baghdad Governorate",us,,,,us,33.30775,44.39713,point,,,1,liveuamap,https://x.com/diyarkurda/status/2032074411340079373,kinetic_report,a5507c1f7c60f0c0,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828307"", ""location"": ""Baghdad, Baghdad Governorate"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T12:41:00+00:00"", ""country"": ""iraq"", ""event_kind"": ""strike"", ""side"": ""us"", ""title"": ""The Iraqi Popular Mobilization Forces (PMF) say 32 US airstrikes have targeted its headquarters across Diyala, Kirkuk, Anbar, Nineveh, Salahaddin, Wasit, and Babil since early March, leaving 27 fighters killed and 50 wounded, including 9 dead and 10 injured today."", ""source_url"": ""https://x.com/diyarkurda/status/2032074411340079373"", ""source"": ""liveuamap"", ""classification"": ""kinetic_report"", ""claimed_count"": 1, ""attributed_side"": ""us"", ""attribution_method"": ""original"", ""original_side"": ""us"", ""scrub_version"": ""v1""}"
smap:LUAM-22828308,strikemap_master,LUAM-22828308,strike,,Aircraft launch raid on the town of Al-Haniyah in the Tyre district of southern Lebanon,Lebanon,2026-03-12T12:40:00+00:00,2026-03-12,"[""lebanon""]",lebanon,Lebanon,israel,,,,israel,33.18299,35.22303,point,,,1,liveuamap,https://x.com/ShehabAgency/status/2032074367497048164,kinetic_confirmed,a4904a659c2b5cf2,2026-06-08T17:10:04.918699+00:00,"{""event_id"": ""LUAM-22828308"", ""location"": ""Lebanon"", ""date"": ""2026-03-12"", ""datetime_utc"": ""2026-03-12T12:40:00+00:00"", ""country"": ""lebanon"", ""event_kind"": ""strike"", ""side"": ""unknown"", ""title"": ""Aircraft launch raid on the town of Al-Haniyah in the Tyre district of southern Lebanon"", ""source_url"": ""https://x.com/ShehabAgency/status/2032074367497048164"", ""source"": ""liveuamap"", ""classification"": ""kinetic_confirmed"", ""claimed_count"": 1, ""attributed_side"": ""israel"", ""attribution_method"": ""geo_rule"", ""original_side"": ""unknown"", ""scrub_version"": ""v1""}"
